0,3,3782,3782
0,3,4080,4080
0,3,22960,22960
0,3,23259,23259
0,3,142759,142759
0,3,224883,224883
0,3,225186,225186
0,3,232090,232090
0,3,232391,232391
0,11,3009,3009
0,11,3318,3318
0,11,17485,17485
0,11,17491,17491
0,11,17495,17495
0,11,17499,17499
0,11,17812,17812
0,11,17888,17888
0,11,17898,17898
0,11,17904,17904
0,11,18215,18215
0,11,18219,18219
0,11,18223,18223
0,11,18250,18250
0,11,18254,18254
0,11,18264,18264
0,11,18271,18271
0,11,18275,18275
0,11,18281,18281
0,11,18291,18291
0,11,18604,18604
0,11,18608,18608
0,11,18612,18612
0,11,18659,18659
0,11,18666,18666
0,11,18669,18669
0,11,18710,18710
0,11,18715,18715
0,11,18719,18719
0,11,18727,18727
0,11,19036,19036
0,11,19040,19040
0,11,19351,19351
0,11,19395,19395
0,11,19702,19702
0,11,71721,71721
0,11,71733,71733
0,11,72044,72044
0,11,72372,72372
0,11,72695,72695
0,11,73023,73023
0,11,73344,73344
0,11,73348,73348
0,11,73669,73669
0,11,73673,73673
0,11,73684,73684
0,11,73993,73993
0,11,74009,74009
0,11,74314,74314
0,11,74328,74328
0,11,74637,74637
0,11,74642,74642
0,11,74963,74963
0,11,75285,75285
0,11,75301,75301
0,11,75610,75610
0,11,75933,75933
0,11,75937,75937
0,11,75949,75949
0,11,76258,76258
0,11,76263,76263
0,11,76580,76580
0,11,76584,76584
0,11,76901,76901
0,11,76905,76905
0,11,77226,77226
0,11,77230,77230
0,11,77241,77241
0,11,77550,77550
0,11,77877,77877
0,11,78203,78203
0,11,78209,78209
0,11,78526,78526
0,11,78852,78852
0,11,161400,161400
0,11,161412,161412
0,11,161723,161723
0,11,161732,161732
0,11,162048,162048
0,11,162053,162053
0,11,162372,162372
0,11,162376,162376
0,11,162697,162697
0,11,163022,163022
0,11,163343,163343
0,11,163669,163669
0,11,163992,163992
0,11,163998,163998
0,11,164004,164004
0,11,164317,164317
0,11,164643,164643
0,11,164964,164964
0,11,164969,164969
0,11,165288,165288
0,11,165613,165613
0,11,165938,165938
0,11,166260,166260
0,11,166585,166585
0,11,166911,166911
0,11,167238,167238
0,11,167244,167244
0,11,167559,167559
0,11,167568,167568
0,11,167882,167882
0,11,168208,168208
0,11,168533,168533
0,11,168858,168858
0,11,168875,168875
0,11,169184,169184
0,11,169505,169505
0,11,169829,169829
0,11,169845,169845
0,11,170154,170154
0,11,170170,170170
0,11,170480,170480
0,11,170805,170805
0,11,170818,170818
0,11,171129,171129
0,11,171454,171454
0,11,171462,171462
0,11,171467,171467
0,11,171780,171780
0,11,171786,171786
0,11,172101,172101
0,11,172105,172105
0,11,172424,172424
0,11,172751,172751
0,11,172758,172758
0,11,173073,173073
0,11,173079,173079
0,11,173394,173394
0,11,173715,173715
0,11,174040,174040
0,11,174365,174365
0,11,174370,174370
0,11,174689,174689
0,11,175012,175012
0,11,175025,175025
0,11,175031,175031
0,11,175336,175336
0,11,175662,175662
0,11,175668,175668
0,11,175674,175674
0,11,175983,175983
0,11,175987,175987
0,11,176307,176307
0,11,176628,176628
0,11,176636,176636
0,11,176955,176955
0,11,176962,176962
0,11,176968,176968
0,11,176972,176972
0,11,177279,177279
0,11,177285,177285
0,11,177291,177291
0,11,177603,177603
0,11,177607,177607
0,11,177926,177926
0,11,178249,178249
0,11,178266,178266
0,11,178575,178575
0,11,178896,178896
0,11,179219,179219
0,11,179223,179223
0,11,179543,179543
0,11,179866,179866
0,11,179884,179884
0,11,180189,180189
0,11,180197,180197
0,11,180517,180517
0,11,180840,180840
0,11,181166,181166
0,11,181489,181489
0,11,181493,181493
0,11,181814,181814
0,11,181818,181818
0,11,181827,181827
0,11,182140,182140
0,11,182461,182461
0,11,182465,182465
0,11,182787,182787
0,11,185564,185564
0,11,185601,185601
0,11,185732,185732
0,11,186039,186039
0,11,242047,242047
0,11,242370,242370
0,11,242374,242374
0,11,242380,242380
0,11,242693,242693
0,11,243015,243015
0,11,243029,243029
0,11,243338,243338
0,11,243665,243665
0,11,243988,243988
0,11,244000,244000
0,11,244309,244309
0,11,244631,244631
0,11,244954,244954
0,11,245279,245279
0,11,245604,245604
0,11,245928,245928
0,11,246253,246253
0,11,246257,246257
0,11,246261,246261
0,11,246269,246269
0,11,246578,246578
0,11,246900,246900
0,11,247221,247221
0,11,247544,247544
0,11,247870,247870
0,11,247876,247876
0,11,248191,248191
0,11,248195,248195
0,11,248516,248516
0,11,248837,248837
0,11,249162,249162
0,11,249485,249485
0,11,249810,249810
0,11,250132,250132
0,11,250457,250457
0,11,250782,250782
0,11,251107,251107
0,11,251124,251124
0,11,251431,251431
0,11,251754,251754
0,11,251760,251760
