alarm_id,device_id,start_timestamp,end_timestamp
11,16,89,94
4,30,94,102
0,16,220,363
19,22,223,232
0,39,247,276
19,39,250,265
19,19,259,276
9,14,260,263
4,22,262,263
19,16,270,274
14,23,305,311
19,5,306,311
17,26,334,363
19,22,339,345
14,1,357,380
19,25,359,360
4,19,361,380
19,19,367,380
21,10,420,497
6,7,437,476
18,12,440,476
4,21,449,452
18,12,450,459
15,12,451,476
0,12,452,476
14,7,454,476
18,23,454,486
4,7,457,460
4,23,458,471
18,7,460,473
13,10,461,486
4,12,461,467
19,37,462,468
0,37,463,469
19,12,465,475
19,23,467,471
0,10,467,486
4,12,468,476
8,34,469,499
4,12,470,476
21,12,470,476
19,18,471,479
4,34,471,476
13,12,471,482
19,23,472,486
13,37,472,486
19,7,473,476
4,12,473,474
19,23,473,486
19,2,473,486
13,40,475,499
0,18,475,481
13,18,476,476
12,34,477,499
19,34,477,481
19,31,478,486
19,20,478,499
0,13,478,486
19,23,479,482
3,12,480,486
19,21,483,486
13,29,484,499
19,31,485,486
12,18,487,499
15,34,488,499
15,17,490,499
10,25,493,497
16,6,494,499
15,6,496,499
16,40,497,499
3,23,497,499
15,40,498,499
19,34,498,499
5,35,518,529
21,26,578,605
5,11,596,665
4,26,599,600
14,11,601,623
19,28,603,623
14,40,607,621
4,27,617,621
19,3,619,621
4,34,620,621
20,20,637,676
8,30,697,709
17,24,749,759
6,12,763,834
2,14,765,779
15,34,773,818
19,32,774,778
14,7,781,798
1,12,782,811
4,12,784,791
19,34,785,791
13,7,787,801
14,34,791,834
21,12,791,834
19,12,795,801
4,12,796,798
4,29,797,818
19,40,799,834
13,34,802,811
14,7,807,830
4,34,808,818
15,7,808,834
14,12,809,833
19,40,816,834
19,29,818,828
3,34,822,834
4,12,826,827
4,7,826,834
4,34,827,833
19,12,831,834
12,24,859,896
2,8,861,877
7,27,866,877
7,8,868,877
14,27,869,877
14,8,870,877
15,26,870,896
17,8,871,873
19,27,874,877
13,8,876,877
6,30,884,896
18,4,885,890
15,30,887,896
3,35,888,889
3,4,890,896
15,24,891,896
3,37,893,896
11,33,895,905
3,33,896,899
5,33,903,905
3,19,933,943
6,28,992,1007
18,28,1000,1007
13,22,1008,1036
14,12,1013,1051
19,22,1016,1036
19,0,1021,1025
19,7,1025,1051
4,7,1026,1029
4,12,1029,1031
4,34,1032,1032
19,34,1034,1051
4,7,1044,1051
10,6,1074,1111
7,6,1074,1100
14,6,1076,1092
17,28,1078,1085
4,28,1081,1086
0,11,1104,1104
17,28,1104,1111
14,6,1110,1110
4,17,1132,1136
0,8,1167,1188
19,8,1174,1175
19,27,1184,1188
7,28,1202,1220
3,11,1206,1220
0,38,1230,1242
10,28,1287,1327
1,8,1295,1295
17,11,1297,1308
13,11,1310,1312
2,22,1312,1331
15,14,1316,1331
13,0,1320,1331
19,23,1323,1331
20,40,1326,1337
5,20,1327,1337
15,27,1332,1337
6,12,1348,1380
18,34,1350,1353
13,40,1352,1353
14,12,1356,1380
19,34,1370,1380
1,12,1372,1375
18,12,1374,1378
13,7,1375,1378
19,12,1376,1378
4,34,1379,1380
18,6,1473,1505
17,34,1478,1505
0,34,1493,1496
15,38,1493,1520
19,6,1495,1496
19,34,1496,1505
0,30,1574,1574
0,17,1635,1657
19,18,1647,1651
8,3,1669,1713
13,38,1675,1711
13,3,1685,1710
11,32,1688,1720
16,3,1688,1694
3,32,1689,1701
15,3,1691,1713
18,38,1691,1694
4,38,1692,1713
2,32,1696,1720
7,2,1698,1718
19,3,1702,1710
19,40,1703,1710
17,37,1704,1711
8,5,1705,1771
16,23,1708,1735
19,38,1709,1711
20,37,1710,1735
13,5,1713,1729
18,22,1714,1735
18,5,1715,1735
19,23,1718,1729
15,30,1718,1735
13,16,1719,1731
0,16,1723,1735
0,23,1724,1726
0,5,1724,1759
4,23,1726,1733
15,2,1728,1735
12,23,1729,1735
20,10,1729,1735
12,37,1730,1735
15,10,1730,1735
5,37,1731,1735
15,23,1731,1771
16,5,1731,1742
0,23,1732,1735
19,22,1732,1735
20,23,1733,1742
12,5,1733,1742
0,5,1734,1735
0,22,1734,1735
19,23,1735,1752
13,23,1735,1752
15,10,1736,1742
13,5,1738,1748
17,12,1739,1779
19,5,1739,1748
20,5,1741,1742
15,22,1741,1742
12,5,1748,1750
19,37,1749,1752
0,15,1762,1766
12,23,1765,1771
