ce_1,ce_2
1.9668377791041884,2.969111855495563
-2.2679864321828167,-1.110867438513594
2.0790992147283,-2.2588377577559093
-1.7594059589812499,2.179181303921253
1.9668377791041884,2.7465241435222607
2.4039084044607684,2.300326798845473
-1.9476351045994882,2.1037750898126584
-3.585623916998291,2.5674987294015588
1.9668377791041884,2.3311523890360077
1.3533188522799067,1.8074181343850448
1.965023406200833,3.017568372687499
-1.1492907555086396,1.2677300024442006
-1.3285832611864583,1.9178091376196598
0.017331788937728236,1.8778468184611876
-1.3285832611864583,1.322208212951749
-0.6500839528399884,2.7864249370452256
-0.5512771474091444,1.8307019584701356
1.9668377791041884,0.45697604702662054
-1.5577254518340253,-2.053523476971016
-1.886808634292377,1.4432861455152017
-2.2679864321828167,2.1176116709018973
-1.7594059589812499,1.470609636271209
-2.9736082969332656,1.8989940131659506
-1.5238699309114767,-0.7016119691984655
1.9168235397775404,0.913836076103542
1.9668377791041884,2.7465241435222607
0.9589956986207308,1.2165330530507388
1.9668377791041884,2.2322187339677253
1.7460942472172278,0.9037236688982243
1.4993708552968052,2.0488015990589385
1.9668377791041884,1.7377391288136876
-1.5238699309114767,2.0157737705381065
-0.21934984331301421,2.694243622641098
1.9668377791041884,-0.22145625061947516
1.9668377791041884,2.8370764385684883
1.8647244911831438,2.451460148376237
1.9668377791041884,1.5567126710892973
-1.7594059589812499,2.6069128341231624
-1.864557866471956,-0.28663358006329076
1.9668377791041884,0.5335653293587056
-2.0572755433619623,1.2234505621865546
1.5742511899475964,2.0087254144586604
-0.4983712653937685,2.388330321188602
-1.4866409001262948,-0.8422233065709005
-2.032228714646587,1.6464925455053214
1.9668377791041884,2.6937862214181507
0.9099306822886879,-0.923501814803602
-2.032228714646587,3.2787569990473617
1.9668377791041884,1.7798356423282393
-1.3642495040384048,1.5358286954045977
1.9668377791041884,1.7833556237915456
-1.8721212092583928,1.1307423107056995
1.9668377791041884,2.0383910253197515
-1.5238699309114767,-2.1437955962662953
2.023359663348885,2.1996689356954686
1.9668377791041884,3.4469860960206082
1.1540824624233017,2.265873522008727
-0.6206493456666737,2.866200747793909
0.5471941185097631,2.6937862214181507
1.182083402137716,1.4139871693243555
-2.0572755433619623,2.2320142020069595
1.965023406200833,-0.8542515028156734
1.9668377791041884,1.2210633865954659
-1.5238699309114767,2.294039194937893
1.9668377791041884,1.470609636271209
-0.08993921166139232,0.1849292111164227
-1.7594059589812499,0.2998458814888526
-1.775986395651099,2.580070079381344
1.9668377791041884,0.5068668987791128
0.8709136135636785,2.176530191431574
-2.0572755433619623,2.537332904142888
2.15658242315231,3.607936490828675
1.9668377791041884,0.6070528502523618
-1.8925195570468563,2.5171179188136374
1.9668377791041884,2.0091936341812575
1.965023406200833,2.168298613804753
1.0088140191986537,2.866200747793909
-2.127958176915279,2.240584170074712
1.0704278920358727,3.095451772478105
