alarm_id,device_id,start_timestamp,end_timestamp
15,20,117,155
10,4,134,145
3,4,134,148
6,10,151,164
0,10,162,191
19,8,162,204
0,10,166,197
12,10,174,188
12,8,174,176
15,13,209,211
13,24,210,226
17,15,214,235
15,5,216,226
0,12,221,224
10,8,224,258
9,22,227,256
6,2,236,252
3,9,236,268
7,2,238,312
0,3,239,251
18,6,239,269
19,2,243,271
1,3,243,289
11,3,243,264
3,2,244,247
5,2,245,274
1,6,248,254
0,3,248,250
1,6,249,267
1,6,251,387
12,17,251,265
12,9,252,280
19,14,252,320
12,16,253,283
12,9,253,346
17,14,253,267
1,3,254,258
17,6,254,256
16,3,255,261
17,2,256,269
12,2,256,264
16,3,258,262
10,14,259,335
9,6,260,358
15,14,260,295
5,9,260,266
15,2,260,291
12,2,262,278
3,16,262,268
17,17,265,294
18,14,265,282
16,3,265,272
12,18,265,269
12,9,266,274
12,6,266,267
12,2,268,290
17,14,268,271
3,2,268,273
17,3,268,328
16,6,269,342
17,9,271,273
1,3,271,273
9,3,276,286
1,3,276,308
12,9,277,290
1,20,277,295
12,20,278,283
15,16,278,315
17,2,279,325
12,17,280,324
10,16,280,285
1,3,283,300
12,17,283,350
3,16,283,403
10,18,284,338
3,6,286,291
17,14,286,310
3,14,287,317
12,13,288,324
0,6,289,315
11,6,294,314
11,3,294,313
12,3,295,297
12,2,295,345
17,9,296,304
14,6,296,302
0,2,297,307
15,2,297,299
5,13,298,372
0,3,299,299
18,3,300,329
12,2,300,318
12,18,300,365
0,3,302,415
10,6,302,319
12,3,303,306
17,16,303,342
10,16,304,404
17,17,304,335
12,9,307,389
12,17,307,328
12,6,310,317
12,9,310,394
19,3,311,339
16,6,312,336
18,6,312,327
15,13,313,324
10,17,313,316
17,13,314,354
17,18,315,345
10,6,320,345
5,14,320,335
10,13,320,392
10,17,321,334
12,14,323,329
10,6,324,339
10,2,324,341
10,13,324,347
3,18,326,426
15,13,331,341
10,17,332,356
12,13,332,353
12,18,332,352
17,18,333,361
12,3,338,355
12,13,345,363
12,17,351,357
17,17,351,411
5,3,353,363
12,2,358,412
11,14,368,389
12,18,371,418
17,6,372,477
12,6,372,399
5,14,375,460
5,2,376,377
12,3,376,443
17,13,380,407
12,13,385,396
12,17,385,479
17,2,385,387
5,14,398,400
9,14,403,427
5,3,408,432
14,21,507,527
5,14,600,603
0,16,608,659
19,1,638,667
6,9,716,731
10,9,722,823
10,3,725,729
10,24,810,826
13,9,840,892
4,21,840,887
15,4,842,913
19,3,843,896
15,21,843,871
3,20,843,920
14,4,843,882
18,21,849,858
0,14,849,858
0,9,851,940
3,21,851,899
18,9,851,870
18,20,851,904
18,9,853,911
3,9,853,869
4,9,854,904
7,1,854,961
3,3,855,918
0,1,858,929
19,21,861,905
14,9,863,905
10,9,864,904
0,9,865,903
0,18,865,883
12,4,866,926
1,24,866,876
3,4,866,901
5,18,866,898
3,20,867,930
11,24,868,875
0,3,868,912
12,9,870,895
10,9,871,873
0,21,871,967
19,4,872,874
12,12,874,881
12,24,874,886
0,9,875,893
5,18,876,888
11,1,876,896
16,3,878,909
12,24,879,890
5,3,879,884
8,1,879,1061
17,9,879,883
12,1,880,901
9,18,881,901
5,24,882,972
5,21,883,887
16,1,883,917
18,18,884,890
5,1,884,959
0,14,886,932
0,24,886,934
9,9,886,950
12,18,887,902
5,24,887,897
0,11,887,958
0,11,887,905
5,24,889,914
5,5,889,946
12,24,889,934
16,24,890,891
17,1,890,914
5,7,891,899
16,21,891,910
5,21,891,902
12,11,892,934
5,1,893,956
5,24,893,906
15,1,894,915
0,2,894,911
5,11,895,901
0,9,897,905
3,24,898,957
19,24,900,940
10,14,900,905
5,24,900,913
3,9,900,916
3,4,901,907
19,4,901,911
5,12,901,906
5,7,901,907
5,7,902,934
16,1,902,927
5,11,902,914
17,24,902,904
10,14,903,923
12,24,903,926
5,9,903,913
15,14,903,904
2,14,903,904
3,9,904,912
5,1,905,931
10,18,905,923
10,21,905,937
17,18,906,942
17,2,906,911
5,1,907,920
14,1,907,923
17,24,908,921
0,1,909,936
15,1,912,978
5,2,912,923
3,24,912,923
9,7,914,957
17,18,916,964
5,21,916,941
15,18,917,937
12,14,917,958
5,11,917,926
12,1,918,993
15,18,918,937
10,24,921,932
16,6,922,939
11,18,922,923
7,18,922,991
19,18,923,989
9,5,923,939
9,24,924,1002
17,2,924,931
3,18,925,1029
11,1,925,982
17,24,925,964
12,7,926,970
7,1,927,938
19,24,927,979
3,1,927,940
0,12,927,954
3,18,927,932
12,9,929,941
5,18,929,950
18,24,930,934
5,21,930,961
9,24,931,958
5,9,931,944
12,5,931,932
0,5,931,979
12,24,932,1009
15,18,933,959
0,18,933,961
5,1,933,948
12,1,934,939
0,24,934,940
18,18,934,941
19,1,935,969
1,24,936,955
10,6,936,978
5,24,936,976
10,24,937,1016
17,16,937,967
12,5,937,950
10,18,938,943
0,18,938,976
0,1,938,946
14,1,938,945
12,12,939,984
18,18,939,943
3,1,939,955
16,1,940,946
0,22,940,961
12,12,941,941
11,1,942,957
12,18,942,1020
17,1,943,986
1,1,943,944
19,24,944,998
10,24,944,953
5,5,944,944
0,12,945,951
17,18,945,981
12,1,946,982
3,18,946,954
11,1,946,948
9,24,947,948
5,18,947,965
5,22,948,997
9,1,948,961
5,18,949,968
15,24,952,989
5,1,952,970
5,18,953,954
12,18,953,975
19,1,956,1014
10,5,957,994
3,1,957,987
11,18,958,977
12,18,959,960
0,24,959,966
9,5,960,1026
17,1,960,968
11,18,961,1016
9,6,962,1029
16,18,963,972
9,5,963,966
3,1,964,1055
19,1,964,993
18,24,964,979
1,1,965,984
5,24,965,1013
14,24,966,995
1,6,967,987
12,1,967,986
19,24,967,983
5,18,968,974
3,24,968,1018
15,1,970,977
9,18,972,1061
12,18,972,993
0,1,972,972
5,1,973,1015
12,18,975,995
15,18,976,1001
5,6,977,1011
18,1,979,984
15,6,979,991
18,1,980,1017
17,17,980,991
18,12,981,1021
18,2,983,1001
14,6,984,995
12,16,985,1077
18,6,985,1021
0,18,989,990
9,1,990,1035
9,18,995,1013
0,24,997,1032
3,1,1000,1169
7,24,1003,1003
5,1,1006,1012
3,18,1010,1024
5,6,1015,1063
5,24,1015,1146
3,18,1016,1039
1,3,1024,1026
11,18,1025,1026
12,22,1025,1064
12,18,1026,1053
5,1,1031,1165
9,24,1032,1068
9,1,1033,1055
6,22,1034,1054
7,18,1036,1054
1,1,1040,1079
9,16,1040,1054
11,1,1043,1056
3,24,1045,1074
12,1,1046,1050
17,1,1046,1049
19,1,1047,1083
0,17,1048,1050
18,1,1051,1096
19,18,1051,1055
1,22,1052,1056
12,18,1053,1060
15,24,1053,1071
11,18,1054,1160
5,6,1054,1066
5,18,1054,1063
12,24,1055,1105
3,5,1058,1124
9,24,1060,1108
9,22,1061,1113
9,15,1063,1072
19,18,1068,1091
18,15,1069,1087
14,1,1070,1153
3,24,1077,1086
1,4,1078,1085
0,18,1080,1213
0,24,1081,1098
17,9,1081,1147
12,6,1083,1084
5,6,1084,1107
9,15,1086,1099
12,5,1089,1092
5,5,1095,1113
12,1,1096,1114
12,6,1101,1126
12,18,1104,1142
5,6,1110,1135
9,5,1111,1147
9,2,1113,1164
15,6,1115,1153
10,17,1119,1138
9,22,1120,1129
15,18,1121,1161
3,6,1122,1124
12,1,1125,1147
14,1,1127,1141
5,18,1128,1135
10,2,1129,1155
5,1,1129,1167
3,13,1131,1177
15,1,1135,1155
10,18,1136,1143
14,1,1138,1155
14,18,1140,1216
18,18,1141,1165
19,18,1141,1175
3,24,1142,1182
18,1,1142,1190
9,15,1143,1149
5,18,1143,1169
18,1,1144,1159
10,18,1147,1165
14,18,1148,1233
3,18,1149,1158
12,18,1153,1156
3,1,1161,1240
0,1,1162,1194
5,6,1171,1211
12,6,1206,1212
10,17,1260,1353
2,7,1333,1399
16,11,1335,1378
0,7,1341,1346
10,7,1343,1349
11,16,1350,1352
14,12,1354,1379
10,9,1365,1396
10,7,1365,1452
16,7,1393,1422
11,7,1395,1452
10,19,1398,1408
12,11,1400,1402
17,11,1405,1425
15,11,1410,1411
10,7,1411,1456
12,11,1416,1424
15,7,1424,1432
16,15,1449,1482
10,15,1460,1465
14,2,1468,1484
7,20,1469,1508
9,20,1470,1485
10,15,1477,1483
1,20,1480,1489
12,4,1482,1529
0,4,1483,1484
5,20,1484,1497
9,4,1485,1497
19,4,1507,1555
0,9,1544,1564
5,4,1553,1554
0,9,1555,1578
5,3,1560,1561
12,11,1570,1632
5,4,1571,1574
17,11,1580,1581
15,16,1633,1668
14,16,1637,1709
10,6,1640,1673
3,16,1649,1649
7,5,1655,1690
0,5,1658,1700
12,24,1665,1687
12,24,1666,1710
0,24,1669,1738
9,8,1673,1725
12,8,1674,1702
1,24,1674,1680
9,24,1675,1688
9,24,1676,1709
12,12,1677,1762
16,24,1678,1694
9,5,1680,1682
5,22,1680,1680
5,24,1682,1686
5,15,1687,1708
12,12,1688,1748
18,8,1689,1695
10,12,1690,1693
12,15,1693,1859
12,1,1701,1703
10,19,1722,1726
8,23,1730,1757
12,19,1731,1872
5,19,1739,1780
17,13,1742,1853
3,23,1743,1768
17,23,1755,1825
5,23,1756,1771
9,19,1757,1768
9,17,1758,1777
16,22,1769,1774
4,14,2051,2057
4,15,2103,2105
1,3,2208,2297
12,9,2215,2292
12,3,2225,2273
12,14,2228,2235
17,9,2231,2306
12,2,2236,2311
12,3,2282,2311
12,14,2293,2306
15,0,2315,2398
10,0,2329,2335
18,10,2334,2348
6,3,2341,2401
3,8,2344,2438
10,3,2345,2361
15,16,2347,2362
19,3,2348,2375
