alarm_id,device_id,start_timestamp,end_timestamp
10,2,24,52
10,6,29,45
5,6,29,37
1,6,221,226
5,10,227,260
2,2,261,402
11,14,311,341
6,5,339,412
5,5,389,402
6,12,441,490
5,12,457,482
3,12,485,492
13,14,594,614
6,3,606,626
11,4,679,751
1,4,721,721
3,10,738,764
16,3,744,751
6,19,906,916
3,15,912,923
1,15,922,959
0,21,948,1045
11,6,1083,1127
2,10,1177,1181
8,10,1259,1262
8,4,1271,1281
14,4,1275,1288
6,15,1296,1314
7,13,1504,1537
13,13,1504,1514
5,15,1510,1512
4,13,1512,1538
3,7,1533,1544
13,12,1536,1570
7,12,1549,1560
8,0,1599,1659
7,0,1604,1652
14,0,1619,1684
4,0,1632,1666
10,10,1678,1686
9,6,1706,1857
3,6,1724,1724
15,6,1734,1742
0,6,1766,1778
10,10,1768,1782
5,6,1780,1792
5,6,1824,1875
0,7,1896,1952
9,3,1973,2035
11,17,1995,2125
1,17,2000,2017
3,3,2001,2071
6,17,2006,2035
5,17,2009,2048
3,17,2025,2103
1,3,2040,2041
1,17,2053,2061
1,17,2064,2069
7,16,2222,2255
10,15,2247,2249
5,9,2326,2334
6,15,2345,2412
3,15,2381,2408
5,15,2390,2462
1,15,2397,2444
5,12,2519,2522
4,8,2520,2523
10,19,2533,2559
6,3,2558,2563
8,19,2594,2595
4,6,2650,2668
7,18,2691,2706
11,10,2734,2831
2,3,2745,2770
6,10,2776,2779
1,10,2790,2795
6,17,2798,2919
3,17,2800,2853
13,7,2811,2872
6,10,2821,2870
4,7,2822,2855
5,10,2835,2897
3,7,2836,2874
2,7,2858,2865
4,7,2862,2921
3,17,2897,2916
2,17,2903,2904
3,12,2925,2938
7,1,2979,3040
10,2,3000,3003
14,0,3219,3246
2,19,3329,3355
3,3,3376,3412
3,8,3721,3773
1,8,3726,3731
14,6,3800,3846
15,15,3809,3812
2,15,3811,3829
3,13,3823,3854
0,22,3858,3860
9,20,3903,3915
5,2,3955,3977
2,22,4017,4038
15,22,4017,4045
10,10,4074,4085
7,6,4128,4173
8,9,4131,4183
1,6,4140,4192
11,9,4144,4153
14,9,4152,4208
9,1,4154,4191
7,9,4165,4291
1,9,4165,4173
9,9,4168,4170
4,9,4178,4179
8,21,4210,4210
14,8,4212,4214
1,9,4246,4248
2,9,4267,4321
13,14,4369,4398
3,14,4372,4384
3,14,4395,4419
13,3,4396,4441
16,17,4398,4408
1,14,4405,4406
11,21,4600,4646
6,21,4630,4728
13,12,4655,4665
1,21,4677,4704
5,21,4682,4713
1,21,4712,4714
3,21,4717,4740
1,21,4727,4728
13,4,4751,4765
11,8,4804,4836
11,17,4841,4868
7,12,4853,4907
15,2,4895,4896
8,5,5025,5026
5,18,5162,5209
4,18,5173,5179
16,0,5395,5404
5,16,5484,5492
6,14,5500,5636
5,14,5517,5555
3,17,5617,5627
5,22,5835,5874
14,20,5840,5857
13,19,5886,5886
7,5,5937,6047
14,22,5939,5946
11,21,5959,6089
1,21,5963,5973
11,8,5965,5976
6,8,5968,6013
1,21,5987,5988
3,8,5987,6004
1,21,5988,5996
6,21,6049,6064
6,21,6078,6117
9,5,6085,6146
3,5,6110,6119
9,12,6115,6235
15,10,6160,6184
0,10,6162,6176
16,16,6223,6234
5,12,6228,6289
1,7,6238,6241
0,7,6238,6320
8,20,6250,6256
9,20,6251,6339
6,3,6273,6306
6,11,6274,6296
1,3,6275,6279
4,12,6281,6319
2,0,6282,6329
13,3,6289,6333
2,3,6316,6351
14,3,6319,6400
5,20,6333,6366
8,2,6334,6335
4,20,6346,6356
16,16,6362,6415
2,16,6415,6478
4,6,6464,6465
5,7,6489,6508
9,7,6489,6543
3,18,6607,6813
0,8,6612,6684
1,8,6635,6645
4,8,6639,6661
4,8,6678,6701
4,5,6724,6756
2,14,6755,6817
1,18,6770,6806
0,6,6892,6907
6,10,7010,7057
3,10,7021,7121
1,10,7023,7072
1,10,7075,7100
12,21,7175,7189
16,12,7193,7231
14,12,7199,7290
2,12,7202,7347
4,12,7204,7242
5,18,7230,7268
4,18,7262,7275
1,11,7311,7312
5,18,7412,7527
4,18,7443,7490
2,1,7540,7552
5,20,7653,7657
7,22,7677,7796
5,21,7777,7797
7,7,7873,7875
8,6,7943,7950
9,6,7944,7957
14,6,7949,7965
15,6,7953,7992
0,6,7965,7970
12,7,8065,8069
13,14,8087,8096
11,20,8100,8189
13,4,8140,8163
14,4,8155,8342
4,4,8168,8169
2,16,8210,8214
4,4,8212,8237
4,4,8289,8301
4,4,8304,8305
4,3,8308,8433
4,4,8314,8339
11,7,8328,8496
6,7,8353,8394
1,7,8394,8403
1,7,8414,8425
6,7,8420,8515
1,7,8442,8454
1,7,8468,8483
1,7,8472,8498
5,7,8504,8691
14,13,8512,8515
5,17,8514,8516
2,16,8516,8539
4,7,8518,8566
4,7,8577,8636
4,2,8670,8684
2,1,8718,8786
9,19,8778,8786
10,18,8841,8846
13,2,9180,9237
4,2,9192,9216
2,2,9198,9207
8,17,9224,9237
11,17,9228,9323
10,12,9305,9338
5,2,9380,9536
14,20,9381,9481
2,5,9397,9491
5,9,9409,9414
7,19,9421,9425
5,8,9424,9456
4,2,9451,9473
4,2,9505,9523
12,8,9541,9555
9,5,9551,9616
3,5,9589,9690
1,5,9666,9667
5,16,9760,9768
15,15,9872,9888
7,9,9885,9985
15,6,10090,10105
1,1,10146,10155
3,8,10254,10273
5,12,10356,10408
1,22,10534,10548
16,17,10581,10606
4,9,10645,10646
13,9,10689,10722
8,15,10704,10734
9,15,10706,10707
3,9,10708,10737
7,15,10729,10747
13,19,10808,10821
7,12,11031,11066
14,14,11141,11147
15,18,11177,11179
1,18,11201,11203
8,7,11239,11250
11,7,11244,11253
1,7,11250,11250
3,6,11374,11471
1,6,11376,11378
15,12,11380,11405
1,6,11381,11392
0,5,11395,11445
1,6,11443,11446
5,19,11482,11527
2,3,11497,11519
7,11,11537,11572
14,16,11567,11597
4,16,11586,11599
2,2,11597,11651
1,21,11600,11627
3,1,11728,11733
13,8,11730,11744
4,8,11741,11817
9,13,11765,11796
8,13,11765,11774
3,13,11770,11785
1,13,11777,11785
3,13,11789,11808
0,19,11850,11873
1,19,11873,11876
5,15,11875,11894
4,15,11892,11977
12,6,11989,12007
10,7,12089,12093
9,17,12102,12105
3,6,12221,12237
2,17,12253,12271
14,12,12338,12475
8,8,12344,12358
11,8,12348,12355
1,5,12422,12464
11,5,12422,12516
5,10,12423,12426
6,5,12445,12524
7,14,12479,12554
1,15,12697,12698
13,10,12811,12873
2,10,12813,12819
4,10,12817,12819
7,10,12825,12826
7,10,12856,12869
3,10,12863,12918
1,10,12864,12878
2,10,12878,12878
1,10,12888,12903
4,3,12968,12995
1,9,12980,12987
6,2,12984,13061
5,2,13031,13056
7,5,13033,13066
3,2,13061,13101
10,1,13072,13073
14,9,13126,13128
0,9,13140,13158
1,9,13152,13154
5,21,13215,13218
15,14,13223,13223
15,4,13256,13270
2,4,13264,13304
12,20,13313,13326
10,4,13357,13380
5,2,13506,13506
7,21,13594,13611
14,20,13727,13741
6,14,13800,13852
1,14,13816,13825
13,10,13821,13853
14,10,13823,13850
6,6,13839,13862
5,6,13857,13911
8,17,13893,13897
15,4,13948,13977
3,4,14032,14073
1,4,14051,14058
1,4,14060,14063
4,10,14163,14298
13,16,14258,14275
3,16,14265,14347
4,16,14267,14368
16,19,14295,14305
7,18,14309,14313
1,16,14325,14326
2,3,14386,14439
15,15,14392,14467
7,15,14402,14414
6,17,14405,14407
2,15,14410,14465
9,13,14435,14463
5,13,14438,14450
0,16,14466,14513
4,16,14502,14634
7,20,14637,14663
1,20,14654,14683
2,8,14684,14688
8,6,14696,14707
4,15,14855,14950
10,18,14855,14857
0,9,14985,15011
1,9,14995,15002
9,21,15062,15069
0,12,15076,15098
12,18,15219,15232
3,13,15276,15328
11,19,15412,15498
15,17,15434,15436
1,19,15443,15464
1,19,15485,15504
4,12,15558,15634
10,16,15659,15680
13,3,15720,15741
11,6,15725,15834
6,3,15726,15756
5,3,15740,15753
3,3,15748,15762
1,12,15791,15794
6,6,15809,15813
6,6,15825,15843
2,17,15864,15914
12,5,15924,16050
7,8,16225,16225
9,8,16389,16455
8,8,16389,16401
7,8,16393,16396
5,8,16394,16407
11,3,16404,16494
3,8,16406,16445
0,1,16412,16420
6,3,16427,16442
2,8,16443,16596
0,8,16444,16492
1,8,16445,16459
13,0,16446,16446
1,3,16480,16499
16,19,16550,16576
3,0,16555,16583
5,19,16558,16612
14,19,16561,16699
1,0,16562,16577
12,0,16595,16660
4,0,16612,16641
15,15,16624,16652
2,19,16707,16781
12,18,16711,16725
4,18,16721,16748
12,17,16962,16973
4,12,17066,17122
9,7,17079,17154
5,7,17083,17108
3,7,17138,17143
1,7,17141,17143
0,7,17153,17213
5,1,17363,17424
7,11,17384,17443
9,19,17390,17391
13,13,17413,17429
7,3,17419,17494
4,1,17422,17444
13,12,17438,17459
3,12,17442,17459
4,12,17443,17462
14,12,17445,17457
1,3,17487,17528
8,6,17570,17587
14,6,17578,17597
11,6,17581,17596
5,18,17584,17592
10,10,17874,17896
9,19,17894,17911
0,19,17906,17916
4,19,17909,17934
2,6,17951,17999
3,19,18105,18253
3,18,18206,18218
7,12,18285,18345
16,0,18316,18337
14,0,18336,18423
1,12,18338,18350
12,0,18342,18369
4,0,18395,18412
15,15,18406,18409
8,2,18411,18438
14,2,18415,18425
11,1,18511,18554
1,1,18552,18555
5,18,18563,18568
15,2,18741,18771
12,11,18775,18786
12,18,18820,18826
16,18,18889,18894
14,18,18890,19034
1,14,18918,18933
12,21,19051,19067
12,14,19062,19073
2,18,19122,19207
4,3,19131,19194
3,21,19164,19181
14,22,19200,19219
14,19,19241,19255
9,14,19486,19537
5,14,19507,19516
15,21,19555,19589
6,17,19559,19638
2,21,19567,19583
5,17,19576,19650
7,21,19576,19608
0,21,19585,19609
3,17,19629,19675
5,16,19681,19713
11,13,19700,19816
1,13,19735,19739
1,13,19774,19779
9,4,19897,19928
13,22,19916,19922
1,14,20117,20138
13,10,20128,20146
6,10,20142,20234
5,10,20171,20203
5,10,20217,20229
4,10,20228,20297
11,11,20247,20303
14,17,20261,20266
4,17,20265,20291
6,13,20270,20274
6,11,20273,20320
7,10,20297,20329
9,6,20310,20325
5,11,20327,20331
16,16,20657,20736
2,16,20668,20707
1,5,20681,20708
3,5,20681,20687
14,16,20711,20711
2,16,20718,20744
14,16,20730,20792
2,11,20765,20897
5,10,20951,20967
12,20,20997,21030
2,19,21146,21166
2,8,21232,21243
15,8,21311,21315
11,20,21325,21422
9,18,21335,21529
1,20,21337,21356
3,18,21407,21448
1,18,21410,21411
2,2,21426,21453
7,9,21438,21534
3,18,21472,21494
0,18,21499,21536
1,18,21500,21513
1,9,21500,21501
2,22,21549,21558
13,8,21646,21678
9,11,21688,21689
2,1,21730,21915
6,0,21749,21826
16,20,21756,21769
3,0,21774,21796
1,0,21774,21790
1,0,21786,21800
4,14,21853,21888
6,15,22027,22067
10,17,22105,22108
1,13,22107,22118
7,15,22153,22220
14,6,22161,22175
4,6,22169,22180
14,22,22272,22278
1,14,22276,22301
6,2,22365,22379
4,14,22532,22566
7,1,22660,22683
12,1,22672,22730
4,1,22718,22753
0,13,22766,22823
4,13,22811,22818
2,3,22888,22904
12,12,22899,22911
5,21,22915,22934
4,21,22926,22958
10,19,22946,22998
3,17,23058,23127
4,7,23151,23156
7,3,23154,23164
4,18,23158,23169
13,12,23173,23193
14,12,23187,23249
7,12,23190,23208
3,3,23218,23226
